island,buffer_m,island_km2,island_share_near_road_pct,dated_km2,dated_share_near_road_pct,undated_km2,undated_share_near_road_pct,top_road_classes
Gran Canaria,15.0,1566.05,18.8,52.69,47.0,39.65,28.7,residential=3.88; track=3.25; service=2.12; footway=0.92; unclassified=0.91
